city,time_utc,month,hour,ghi_w_m2,ambient_c,wind_m_s,baseline_shell_temp_c,ant_shell_temp_c,temp_drop_c,equiv_heat_reduction_w_m2,equiv_electric_saved_kwh_m2_hour
cairo,20060102:1700,1,17,0.0,16.99,3.59,14.766906388103962,14.668296426534653,0.09860996156930923,0.0,0.0
cairo,20060102:1800,1,18,0.0,15.79,3.72,13.634207397699356,13.53787675499916,0.09633064270019531,0.0,0.0
cairo,20060102:1900,1,19,0.0,14.85,3.72,12.711704187095165,12.615975141525269,0.0957290455698967,0.0,0.0
cairo,20060102:2000,1,20,0.0,13.79,3.45,11.578032337129116,11.479806825518608,0.09822551161050797,0.0,0.0
cairo,20060102:2100,1,21,0.0,13.01,3.24,10.734858475625515,10.634533129632473,0.10032534599304199,0.0,0.0
cairo,20060102:2200,1,22,0.0,12.45,3.03,10.102279372513294,9.99958736822009,0.10269200429320335,0.0,0.0
cairo,20060102:2300,1,23,0.0,11.91,3.03,9.573144242167473,9.470805786550045,0.10233845561742783,0.0,0.0
cairo,20060103:0000,1,0,0.0,11.58,2.97,9.224894046783447,9.121967181563377,0.10292686522006989,0.0,0.0
cairo,20060103:0100,1,1,0.0,11.27,3.03,8.945998959243298,8.844080101698637,0.10191885754466057,0.0,0.0
cairo,20060103:0200,1,2,0.0,11.0,3.03,8.681414686143398,8.579673133790493,0.10174155235290527,0.0,0.0
cairo,20060103:0300,1,3,0.0,11.06,3.24,8.823010008782148,8.723957035690546,0.09905297309160233,0.0,0.0
cairo,20060103:0400,1,4,0.0,11.16,3.52,9.022730980068445,8.92704976722598,0.09568121284246445,0.0,0.0
cairo,20060103:0500,1,5,13.0,11.24,3.66,9.428892862051725,9.172531738877296,0.25636112317442894,4.0664,0.0012707499999999997
cairo,20060103:0600,1,6,164.0,11.93,3.52,13.37677612900734,11.199047937989235,2.1777281910181046,51.2992,0.016031
cairo,20060103:0700,1,7,331.0,13.78,4.21,18.306256588548422,14.465997740626335,3.8402588479220867,103.53680000000001,0.03235525
cairo,20060103:0800,1,8,524.0,16.28,4.83,23.805080838501453,18.314329870045185,5.490750968456268,163.90720000000002,0.051221
cairo,20060103:0900,1,9,598.0,18.53,5.1,26.99230896309018,20.979961548000574,6.012347415089607,187.0544,0.05845449999999999
cairo,20060103:1000,1,10,633.0,20.43,5.31,29.19396849349141,23.018938787281513,6.175029706209898,198.0024,0.06187574999999999
cairo,20060103:1100,1,11,612.0,21.78,5.38,30.082004703581333,24.16863963007927,5.913365073502064,191.43359999999998,0.059822999999999994
cairo,20060103:1200,1,12,468.0,22.51,5.31,28.47837183624506,23.890104964375496,4.588266871869564,146.3904,0.045747
cairo,20060103:1300,1,13,325.0,22.63,5.31,26.22195528820157,23.001471906900406,3.2204833813011646,101.66,0.03176875
