location,lat,lon,time_utc,month,hour,ghi_w_m2,ambient_c,wind_m_s,baseline_shell_temp_c,ant_shell_temp_c,temp_drop_c,equiv_heat_reduction_w_m2,equiv_electric_saved_kwh_m2_hour
name,43.913723,4.801025,20160108:0200,1,2,0.0,8.13,1.79,5.230676792562008,5.1116278395056725,0.11904895305633545,0.0,0.0
name,43.913723,4.801025,20160108:0300,1,3,0.0,8.13,1.52,5.040664859116077,4.916633926331997,0.1240309327840805,0.0,0.0
name,43.913723,4.801025,20160108:0400,1,4,0.0,7.9,1.45,4.763019233942032,4.637792930006981,0.12522630393505096,0.0,0.0
name,43.913723,4.801025,20160108:0500,1,5,0.0,7.79,1.45,4.655778929591179,4.530621916055679,0.12515701353549957,0.0,0.0
name,43.913723,4.801025,20160108:0600,1,6,0.0,7.39,1.59,4.370443522930145,4.248207435011864,0.12223608791828156,0.0,0.0
name,43.913723,4.801025,20160108:0700,1,7,0.0,6.28,1.59,3.2876311615109444,3.166111335158348,0.12151982635259628,0.0,0.0
name,43.913723,4.801025,20160108:0800,1,8,71.0,5.9,1.66,5.239500813186169,3.801005966961384,1.4384948462247849,22.2088,0.00694025
name,43.913723,4.801025,20160108:0900,1,9,142.0,7.92,1.1,9.672273322939873,6.533093228936195,3.1391800940036774,44.4176,0.0138805
name,43.913723,4.801025,20160108:1000,1,10,196.0,10.37,0.9,14.15094681084156,9.681605845689774,4.469340965151787,61.308800000000005,0.019159
name,43.913723,4.801025,20160108:1100,1,11,200.0,12.26,1.17,15.826781615614891,11.609878316521645,4.2169032990932465,62.56,0.01955
name,43.913723,4.801025,20160108:1200,1,12,351.0,13.77,1.03,22.773503698408604,15.330704152584076,7.442799545824528,109.79280000000001,0.03431025
name,43.913723,4.801025,20160108:1300,1,13,167.0,14.84,1.31,17.059499733150005,13.654074966907501,3.405424766242504,52.2376,0.01632425
name,43.913723,4.801025,20160108:1400,1,14,139.0,15.6,1.24,16.870970390737057,13.964374251663685,2.906596139073372,43.479200000000006,0.01358725
name,43.913723,4.801025,20160108:1500,1,15,107.0,15.42,1.38,15.597426816821098,13.399638272821903,2.197788543999195,33.4696,0.01045925
name,43.913723,4.801025,20160108:1600,1,16,0.0,13.87,1.59,10.690720155835152,10.564413256943226,0.1263068988919258,0.0,0.0
name,43.913723,4.801025,20160108:1700,1,17,0.0,13.22,0.62,9.119495749473572,8.974491283297539,0.14500446617603302,0.0,0.0
name,43.913723,4.801025,20160108:1800,1,18,0.0,10.34,1.45,7.141689471900463,7.014938667416573,0.12675080448389053,0.0,0.0
name,43.913723,4.801025,20160108:1900,1,19,0.0,8.39,1.93,5.5741942301392555,5.457439906895161,0.11675432324409485,0.0,0.0
name,43.913723,4.801025,20160108:2000,1,20,0.0,8.24,1.72,5.291058123111725,5.170675218105316,0.12038290500640869,0.0,0.0
name,43.913723,4.801025,20160108:2100,1,21,0.0,7.35,1.86,4.514515921473503,4.397220239043236,0.11729568243026733,0.0,0.0
name,43.913723,4.801025,20160108:2200,1,22,0.0,7.29,1.86,4.4559259712696075,4.338669739663601,0.11725623160600662,0.0,0.0
name,43.913723,4.801025,20160108:2300,1,23,0.0,7.52,1.79,4.635183252394199,4.516531713306904,0.11865153908729553,0.0,0.0
